GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,230,40,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1495,56,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2100,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,640,38,Tây Nam,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4380,91.2,Đông Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1790,68,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2350,87,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1500,65,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,868,33,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2800,82,Đông Nam,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2580,92,,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,950,55,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1570,73.7,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3700,75,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2200,67,Đông Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3750,74,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4000,99,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4295,90,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2700,68,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1300,52,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2200,60,Đông,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1800,50,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2750,72,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,950,37,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3200,80.5,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1730,55,Tây Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,2200,53,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1660,62,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3850,76,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2150,59,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1780,46.5,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1820,46,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2000,61,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1150,38.1,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2600,69,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,3300,43,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,200,50,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,8150,109,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,5200,74,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,5200,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3300,52,Đông Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1000,68,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,3500,48,Tây,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2350,67,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,4300,70,,,2,,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3500,66,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6051,101,Đông Nam,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1880,71,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1500,43,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,4000,150,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1600,57,Đông,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1650,50,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2300,73,Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2025,65,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1680,60,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2640,68,Tây Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4100,100,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2500,67,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5300,109,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2169,77.64,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2220,56.012,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2250,56.0099,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1560,45,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2920,56.0101,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2920,75.0015,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2588,77.001,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1880,89,Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3300,60.62,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,3950,57,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,6500,82,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,2650,53,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3500,87,Tây,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1400,50,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1590,73.7,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,3450,75,Đông,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,800,33,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2400,57,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2450,50,Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,1600,52,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1800,53,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,18000,320,Tây Nam,,4,3,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2350,65,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,950,37.5,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1860,47.5,Tây,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4150,65,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1500,51,Đông Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1090,35,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,1750,70,Đông Nam,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2250,57,Đông Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1100,60,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2800,80,Nam,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4000,76,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3150,106,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2650,61,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1899,59.4,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2500,77,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,4900,113,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1820,65,Tây,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3500,91,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2500,83,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1500,55,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1400,58,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1900,60,Tây Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1400,58,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2400,64,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3320,57,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2140,59,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2900,52,Đông Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3400,74,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6200,88,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2200,56,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2100,58,Đông,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3300,71,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1350,49.4,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4690,98,Tây Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1980,83,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2250,56,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1150,64,Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1780,47,Đông Bắc,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2000,67,Tây Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,5600,126,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,4300,54,Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,660,59,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1430,60,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1335,33.8,Tây,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2800,53,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,900,34,,,1,,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2280,68,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2100,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2100,65,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,3950,57,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,4650,74,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1550,50,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2570,66,Tây Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2800,62,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,2550,40,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3100,54,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1820,58,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2650,68,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,3970,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2000,59,Tây,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,100,70,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,2250,36,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,1800,35,,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6450,98,Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4400,55,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,990,55,,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3500,76.5,Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1550,51.16,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2050,78.91,,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1800,54,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,2100,76,Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2100,61,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2600,75,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,2020,45,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2600,58,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1663,61.75,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9100,93,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,2650,68,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2220,56,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2000,45,Tây Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1750,51,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2100,73,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2280,57.1,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,19000,148,Đông Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1700,65,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1450,60,,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2900,78,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2000,68,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2750,72,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,600,37.5,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2500,92,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2999,78,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1050,2.5,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5300,95,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2550,53,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1100,47,,,1,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2000,63,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,500,40,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1850,70,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2350,67,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,3600,79,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2520,68,Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1900,45,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2490,72,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2650,120,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1640,60.5,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1645,61.75,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,2450,70,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1100,40,,,1,,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2130,56,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2650,71,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2200,72,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2600,70,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2650,57,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,4300,148,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3200,68.22,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,8580,109,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2100,61,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1980,55,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,1050,34,,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3200,68.22,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,760,73,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,1650,50,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3450,102,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3070,88,Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2100,38,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1700,65,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2650,50,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,3000,26,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3500,60,Đông,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1080,50,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2795,85,Đông Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3400,6,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3600,100,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3160,85,Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1650,57.4,Đông Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,200,65,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1385,59,Tây,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3700,78,Đông,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2890,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3990,84,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1900,87,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1770,71,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,10500,78,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11000,80,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2250,66,Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,1950,68,Đông Nam,,7,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,6600,72,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2100,60,Đông Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4200,85,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,5070,84.61,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5200,112,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2600,61.5,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2080,60,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1790,60,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2300,61,Đông Nam,,2,1,Đang chờ sổ
